polygon_id,centroid_latitude,centroid_longitude,centroid_latitude_pixels,centroid_longitude_pixels,city,area_pixels,area_meters,image_name,nw_corner_of_image_latitude,nw_corner_of_image_longitude,se_corner_of_image_latitude,se_corner_of_image_longitude,datum,projection_zone,resolution,jaccard_index,orientation
2682,36.84286974,-119.7424755,1824.658425,1525.327773,Fresno,3.754395628,41.71550698,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.813104316,
2683,36.84285289,-119.7425141,1830.56344,1513.664786,Fresno,4.126122921,45.84581023,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.841577832,
2684,36.84285319,-119.7425565,1830.092066,1501.050851,Fresno,3.854986766,42.83318628,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.796137405,
2685,36.84319629,-119.7420567,1707.423872,1653.298933,Fresno,39.84728326,442.7475918,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.873422053,
2686,36.84318683,-119.7418028,1713.083829,1728.712645,Fresno,41.79649789,464.4055321,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.890462213,
2687,36.84321224,-119.7417646,1704.015296,1740.329668,Fresno,22.23448931,247.0498813,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.816060338,
2688,36.84342895,-119.7407267,1632.747632,2051.164317,Fresno,19.19384615,213.2649573,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.886129973,
2689,36.84349005,-119.7407264,1610.15171,2051.88049,Fresno,11.66839534,129.6488371,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.907983505,
2690,36.84350896,-119.740801,1602.522301,2029.917716,Fresno,10.51295552,116.8106169,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.837026525,
2691,36.84353796,-119.7407243,1592.454487,2053.03585,Fresno,7.538392369,83.75991521,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.806829951,
2692,36.84315537,-119.7374453,1762.012357,3023.754297,Fresno,66.27786888,736.4207653,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.867606186,
2693,36.84328336,-119.7373958,1715.097817,3039.804745,Fresno,77.50529272,861.1699191,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.940781602,
2694,36.84155248,-119.7414234,2320.875577,1824.118244,Fresno,7.05849939,78.427771,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.90030662,
2695,36.8415656,-119.7415528,2314.919688,1785.782606,Fresno,10.04641364,111.6268182,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.872575199,
2696,36.84153268,-119.7415698,2326.953069,1780.383219,Fresno,9.46908562,105.2120624,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.701293088,
2697,36.84097071,-119.7382,2563.521092,2776.291742,Fresno,17.44435403,193.8261559,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.910583421,
2698,36.84100734,-119.7381397,2550.491476,2794.608031,Fresno,21.73235114,241.4705682,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.851681177,
2699,36.84175534,-119.7369002,2284.460696,3170.993604,Fresno,43.53522307,483.7247007,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.860176319,
2700,36.84168414,-119.7360558,2318.019936,3421.243721,Fresno,73.64411259,818.2679176,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.896222671,
2701,36.8408986,-119.7359653,2609.314048,3439.841298,Fresno,22.23056589,247.0062877,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.948544738,
2702,36.84095785,-119.7359425,2587.597624,3447.256373,Fresno,36.82693697,409.1881885,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.87266936,
2703,36.84056278,-119.7365025,2728.917699,3276.593925,Fresno,41.75901486,463.989054,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.789749093,
2704,36.84056285,-119.7364343,2729.475436,3296.873085,Fresno,18.45797054,205.0885616,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.909011376,
2705,36.83990797,-119.73622,2973.508282,3353.667163,Fresno,16.83734527,187.0816141,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.865108718,
2706,36.83983099,-119.7361834,3002.290223,3363.713218,Fresno,8.549143142,94.99047936,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.788476867,
2707,36.83964479,-119.7359893,3072.814323,3419.444944,Fresno,19.37384047,215.2648941,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.900917927,
2708,36.83964387,-119.7360791,3072.385533,3392.737834,Fresno,34.14118029,379.3464477,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.917850297,
2709,36.8396237,-119.7356878,3083.19754,3508.872515,Fresno,35.71074014,396.7860015,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.945608025,
2710,36.84089645,-119.7349064,2619.173669,3754.595978,Fresno,18.08299255,200.9221395,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.90493853,
2711,36.84095677,-119.7349028,2596.895649,3756.306945,Fresno,40.75191747,452.799083,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.834704677,
2712,36.84024899,-119.7347753,2859.748597,3786.730153,Fresno,20.33580039,225.9533377,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.919245533,
2713,36.84020183,-119.7348525,2876.531581,3763.282472,Fresno,20.16390052,224.0433392,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.829708114,
2714,36.83826295,-119.7408453,3542.629891,1960.97982,Fresno,132.2283239,1469.203599,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.949754625,
2715,36.83830611,-119.7411615,3523.976933,1867.440049,Fresno,96.49594833,1072.177204,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.85835349,
2716,36.83814241,-119.7409601,3586.24374,1925.574839,Fresno,37.45628511,416.1809457,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.926968165,
2717,36.83814157,-119.741196,3584.550491,1855.442031,Fresno,78.02716201,866.9684668,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.908024724,
2718,36.83814075,-119.7415049,3582.225311,1763.570579,Fresno,150.8201535,1675.779483,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.909944266,
2719,36.83829754,-119.7415815,3523.577232,1742.475512,Fresno,34.94680014,388.2977793,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.961085721,
2720,36.83829968,-119.74139,3524.414249,1799.422082,Fresno,99.04476541,1100.497393,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.741630612,
2721,36.83963286,-119.7348248,3087.195092,3765.497497,Fresno,52.80175645,586.6861828,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.897567799,
2722,36.83964698,-119.734436,3085.298475,3881.238311,Fresno,70.21081636,780.1201818,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.842962067,
2723,36.83802041,-119.7416191,3625.773538,1728.351088,Fresno,38.21651287,424.6279207,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.880991395,
2724,36.83801862,-119.7414161,3628.158321,1788.669938,Fresno,38.00682668,422.2980742,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.883497303,
2725,36.83728422,-119.7405639,3907.067946,2034.2529,Fresno,30.19195478,335.4661642,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.897143265,
2726,36.83695031,-119.7401575,4034.042015,2151.518386,Fresno,3.814655684,42.38506316,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.676605209,
2727,36.83698716,-119.740274,4019.418379,2117.291282,Fresno,17.29609615,192.1788462,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.878642324,
2728,36.83701781,-119.7402366,4008.398231,2128.73414,Fresno,6.521496993,72.46107769,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2729,36.83717721,-119.7390165,3959.807642,2493.199598,Fresno,62.69369833,696.5966481,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.800986752,
2730,36.83729638,-119.7387389,3918.083111,2576.983657,Fresno,32.87074207,365.2304674,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.919775561,
2731,36.83714888,-119.7383677,3975.800538,2685.785024,Fresno,28.93703437,321.5226041,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.920703308,
2732,36.83721932,-119.7384964,3948.650257,2648.281776,Fresno,8.190596283,91.00662537,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.884785868,
2733,36.83697713,-119.7371484,4049.695869,3046.483443,Fresno,32.62340714,362.4823015,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.761821892,
2734,36.83698533,-119.737039,4047.594215,3079.118276,Fresno,13.72311187,152.4790207,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.92735923,
2735,36.83689666,-119.7370269,4080.498354,3081.777349,Fresno,11.61582551,129.0647279,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.697564674,
2736,36.83691686,-119.7370941,4072.453107,3062.001646,Fresno,7.743421167,86.03801297,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.828365015,
2737,36.83716968,-119.7355988,3991.641176,3509.284289,Fresno,16.56616039,184.0684488,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.826058286,
2738,36.83714877,-119.7355431,3999.850968,3525.614208,Fresno,15.09229251,167.692139,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.680919652,
2739,36.8362113,-119.7409944,4300.295183,1894.825541,Fresno,20.19109639,224.3455154,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.878202937,
2740,36.83583416,-119.7407819,4441.610512,1953.999219,Fresno,8.569784887,95.21983208,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.814868563,
2741,36.83581085,-119.7408478,4449.673425,1934.16778,Fresno,12.09158601,134.3509557,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.806489858,
2742,36.83648034,-119.7401249,4208.166082,2156.21369,Fresno,27.88917548,309.8797276,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.849836732,
2743,36.83623422,-119.7403766,4297.070352,2078.753223,Fresno,18.83086259,209.2318065,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.909210897,
2744,36.83608505,-119.7397915,4357.223859,2251.152018,Fresno,23.62719982,262.5244425,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2745,36.83558265,-119.7399828,4541.441348,2188.928757,Fresno,11.32911457,125.8790507,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.878720539,
2746,36.83558524,-119.7399232,4540.989966,2206.666626,Fresno,9.680561894,107.5617988,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.851485837,
2747,36.8356137,-119.7398484,4531.098274,2229.213384,Fresno,5.828367587,64.75963985,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.738995622,
2748,36.83559125,-119.7398196,4539.646165,2237.526929,Fresno,3.978357012,44.2039668,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.824697748,
2749,36.83560137,-119.7390643,4542.325574,2462.208283,Fresno,30.29780649,336.6422943,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.905485105,
2750,36.83556526,-119.7389673,4556.505573,2490.674887,Fresno,13.87858125,154.2064583,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.873048788,
2751,36.8355719,-119.7387584,4555.826599,2552.857869,Fresno,27.24710128,302.7455698,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.839948603,
2752,36.83633125,-119.7381417,4280.172827,2744.291788,Fresno,28.58087404,317.5652671,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.867030104,
2753,36.83633065,-119.7380535,4281.145179,2770.49278,Fresno,24.67065862,274.1184291,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.869591309,
2754,36.83602659,-119.7378791,4395.104664,2819.138883,Fresno,27.99528704,311.0587449,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.894229157,
2755,36.83563633,-119.7371051,4546.04498,3045.088463,Fresno,18.06078163,200.6753515,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.774561123,
2756,36.83567253,-119.7371682,4532.119148,3026.726241,Fresno,27.61980653,306.8867392,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.836400303,
2757,36.83642108,-119.7350896,4272.887723,3652.71749,Fresno,37.63695259,418.1883621,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.817672372,
2758,36.83636132,-119.7345204,4299.834255,3821.319934,Fresno,8.314543552,92.38381725,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.90676903,
2759,36.83598512,-119.7346928,4437.530836,3766.066174,Fresno,13.26971323,147.4412581,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.921224018,
2760,36.83596146,-119.7346074,4447.007012,3791.197374,Fresno,27.36515631,304.0572924,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.618991219,
2761,36.83563097,-119.7352283,4563.980847,3603.064333,Fresno,22.3581127,248.4234745,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.892998986,
2762,36.83557261,-119.735268,4585.234506,3590.655327,Fresno,10.24346798,113.8163109,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.640142296,
2763,36.83562671,-119.7351747,4566.014763,3618.968965,Fresno,4.171977917,46.35531019,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.743347431,
2764,36.8360428,-119.7334893,4426.424352,4124.513073,Fresno,12.22398394,135.8220438,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.730464018,
2765,36.83601857,-119.7334467,4435.7462,4136.908167,Fresno,10.67125997,118.5695553,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.679348173,
2766,36.83600128,-119.7334078,4442.473463,4148.303008,Fresno,8.074976101,89.72195668,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.893653114,
2767,36.83595114,-119.7333775,4461.27894,4156.756761,Fresno,33.03590366,367.0655962,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.680760429,
2768,36.8359301,-119.7333046,4469.682586,4178.203947,Fresno,14.60569779,162.285531,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.803447017,
2769,36.83678624,-119.7326779,4158.354877,4373.616882,Fresno,19.99409797,222.1566441,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.900172298,
2770,36.83672517,-119.7326324,4181.328268,4386.498622,Fresno,25.50095314,283.3439238,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.819983494,
2771,36.83695277,-119.7318004,4104.274395,4636.249334,Fresno,49.89865214,554.4294682,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.834002992,
2772,36.83439334,-119.744937,4939.27263,703.229326,Fresno,13.26963543,147.4403937,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.723744659,
2773,36.83446964,-119.7449022,4911.342595,714.4100078,Fresno,12.57833718,139.759302,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.750112,
2774,36.83441106,-119.7448855,4933.15471,718.757271,Fresno,6.84402646,76.04473844,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.802779718,
2775,36.83473071,-119.7448233,4815.441232,740.6238537,Fresno,27.84543806,309.3937563,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.849865087,
2776,36.83467129,-119.7447788,4837.798318,753.2343977,Fresno,15.28315529,169.8128365,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.752276349,
2777,36.83460867,-119.7448572,4860.295886,729.2718185,Fresno,14.06171704,156.2413005,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.735253783,
2778,36.83457623,-119.7449263,4871.71083,708.3812209,Fresno,9.088746073,100.9860675,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.784804315,
2779,36.8352627,-119.7418279,4644.110101,1636.898246,Fresno,23.35875913,259.5417682,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.836202114,
2780,36.83520537,-119.7413448,4669.425573,1779.931777,Fresno,29.82555032,331.3950036,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.893450112,
2781,36.83525723,-119.7413969,4649.799045,1764.993501,Fresno,20.60756544,228.9729494,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.820784697,
2782,36.83527706,-119.7414501,4642.010831,1749.402593,Fresno,10.6974489,118.8605434,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.774847247,
2783,36.83490575,-119.7408514,4784.454677,1923.460118,Fresno,25.59987814,284.4430904,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.904149491,
2784,36.83450947,-119.7395171,4942.383344,2315.957381,Fresno,33.95443811,377.2715346,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.880781175,
2785,36.83483365,-119.7380607,4834.847358,2752.44835,Fresno,20.81496038,231.2773375,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.895768637,
2786,36.83483344,-119.7379553,4835.818347,2783.780214,Fresno,13.80176487,153.352943,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.877679725,
2787,36.83453513,-119.7352333,4969.304643,3589.906065,Fresno,14.59125889,162.1250988,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.873110501,
2788,36.83447196,-119.7351147,4993.681966,3624.518805,Fresno,6.138738553,68.20820615,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2789,36.83448372,-119.7351995,4988.609755,3599.41971,Fresno,14.12428027,156.9364474,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.801200871,
2790,36.83451003,-119.7351428,4979.361032,3616.565165,Fresno,21.09321969,234.3691076,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.807128377,
2791,36.83481362,-119.7344646,4872.823851,3821.435967,Fresno,45.72236624,508.0262915,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.805536289,
2792,36.83548363,-119.7344212,4625.343952,3841.471618,Fresno,17.92492532,199.1658368,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.778831795,
2793,36.83481,-119.7340561,4877.632496,3942.861279,Fresno,22.37627863,248.6253181,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.831184884,
2794,36.83477316,-119.7339875,4891.843623,3962.859605,Fresno,44.71236565,496.8040628,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.860946445,
2795,36.83453413,-119.7335932,4983.615751,4077.562433,Fresno,21.7779948,241.97772,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.936366449,
2796,36.83521815,-119.7343641,4724.037478,3855.637305,Fresno,34.08235243,378.6928048,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0.825573354,
2797,36.84405972,-119.7456199,1357.740436,603.0695508,Fresno,7.198627499,79.98474999,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2798,36.84436991,-119.740263,1288.713432,2198.965067,Fresno,9.168266517,101.869628,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2799,36.84442868,-119.7402094,1267.43761,2215.515107,Fresno,10.49556248,116.6173609,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2800,36.83848376,-119.734743,3512.875017,3777.674084,Fresno,6.524015266,72.48905851,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2801,36.83845642,-119.734788,3522.598599,3764.011609,Fresno,7.574829313,84.16477014,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2802,36.83841941,-119.7347472,3536.635847,3775.757648,Fresno,7.947374392,88.30415991,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2803,36.83844716,-119.7347041,3526.743775,3788.848697,Fresno,7.612058401,84.57842668,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2804,36.83640947,-119.7345682,4281.616446,3807.624285,Fresno,43.14585064,479.3983404,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2805,36.83543232,-119.7343262,4645.135265,3869.179126,Fresno,20.41932075,226.8813417,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2806,36.83482643,-119.7341395,4870.846791,3918.243749,Fresno,22.18663727,246.5181919,11ska550800,36.84768056,-119.7477778,36.83456111,-119.7304917,NAD83,11,0.3,0,
2807,36.86118413,-119.7313887,145.1552799,15.73977352,Fresno,28.58873694,317.6526327,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.913233705,
2808,36.86089516,-119.7310216,255.1453796,121.7980024,Fresno,12.71969363,141.3299292,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0,
2809,36.86093077,-119.730973,242.3820987,136.6024144,Fresno,13.90999861,154.5555401,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.797608655,
2810,36.860859,-119.7310213,268.5260285,121.5011037,Fresno,8.104945556,90.05495062,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.861202581,
2811,36.86104432,-119.7245255,255.1339729,2053.897583,Fresno,12.9475938,143.8621533,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.902490243,
2812,36.8607047,-119.7245309,380.6939942,2048.726083,Fresno,12.95110366,143.9011517,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.822661348,
2813,36.86154554,-119.7243192,71.5131464,2120.495438,Fresno,12.3103697,136.7818856,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.709345244,
2814,36.86161717,-119.724029,47.48830244,2207.463755,Fresno,12.56537952,139.615328,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.786558235,
2815,36.86162756,-119.7235423,47.78011879,2352.224831,Fresno,13.8434614,153.8162378,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.686867651,
2816,36.86160708,-119.7234012,56.55037352,2393.939738,Fresno,14.11437222,156.826358,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.793678499,
2817,36.86162199,-119.7231073,53.53347501,2481.426385,Fresno,13.13168187,145.9075763,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.810329371,
2818,36.86165668,-119.7229787,41.79781037,2520.024738,Fresno,12.43972519,138.2191687,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.743717067,
2819,36.86114234,-119.7237342,225.6022023,2290.096783,Fresno,13.43252908,149.2503231,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.731385055,
2820,36.86112937,-119.7235215,232.2082461,2353.16237,Fresno,39.64869229,440.5410254,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.906083973,
2821,36.86089508,-119.7240179,314.6400567,2203.182269,Fresno,12.15208011,135.0231124,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.768370447,
2822,36.86094322,-119.7229501,305.9061932,2521.020064,Fresno,2.45321454,27.25793933,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0,
2823,36.86093824,-119.7228561,308.5471269,2548.900412,Fresno,15.01044979,166.7827754,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.861078698,
2824,36.86040614,-119.7239449,496.0901663,2219.733517,Fresno,12.68689623,140.9655136,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.666981685,
2825,36.86041022,-119.7235734,497.7392592,2330.198882,Fresno,25.34378106,281.5975673,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.87310966,
2826,36.86018644,-119.7235253,580.9092425,2342.122743,Fresno,11.53550599,128.1722888,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.798881014,
2827,36.86019328,-119.723082,582.1470381,2473.944501,Fresno,12.80792868,142.3103187,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.791309736,
2828,36.86165452,-119.7226883,45.0615318,2606.292455,Fresno,13.54577193,150.508577,11ska565815,36.861575,-119.7314556,36.84845278,-119.7141667,NAD83,11,0.3,0.822908905,
